names,edges,distance,weighting
"('Fress', 'Ma Lumiere')","(14, 40)",0.058599936648717134,1.0
"('Fress', 'Northern Flower')","(14, 41)",0.0024476632015434678,1.0
"('Fress', 'Junkyard Golf Club')","(14, 44)",0.047167909695625884,1.0
"('Fress', 'Goodtime Games')","(14, 62)",0.22740230944222076,1.0
"('Dishoom', 'Manchester Art Gallery')","(15, 21)",0.02392950729979555,0.85
"('Dishoom', 'HOME')","(15, 22)",0.0313588850174216,0.7224999999999999
"('Dishoom', 'Rogue Artists’ Studios')","(15, 23)",0.1994413568692948,0.85
"('Dishoom', 'Salford Museum and Art Gallery')","(15, 24)",0.11000086388112995,0.85
"('Dishoom', 'The Lowry')","(15, 25)",0.09663950240446914,0.85
"('Dishoom', 'The Whitworth')","(15, 26)",0.08198231923287355,0.85
"('Dishoom', 'Islington Mill')","(15, 27)",0.03141647709275204,0.85
"('Dishoom', 'Holden Gallery')","(15, 28)",0.05396377458461716,0.85
"('Dishoom', 'Castlefield Gallery')","(15, 29)",0.02940075445618683,0.85
"('Dishoom', 'Gallery Oldham')","(15, 30)",0.40674403202119386,0.85
"('Dishoom', 'Factory International')","(15, 31)",0.02200017277622599,0.7224999999999999
"('Dishoom', 'Pottery Corner')","(15, 32)",0.18438102917038615,0.7224999999999999
"('Dishoom', 'Seven Limes Pottery')","(15, 33)",0.08457396262274311,0.85
"('Dishoom', 'Clay Studio')","(15, 34)",0.06623088662999971,0.85
"('Dishoom', 'Boom Battle Bar')","(15, 35)",0.02600282201169119,0.85
"('Dishoom', 'Virtual Hideout')","(15, 36)",0.03130129294209117,0.85
"('Dishoom', 'DNA VR')","(15, 37)",0.01937973334869122,0.85
"('Dishoom', 'Sken Studios')","(15, 38)",0.2796671178045901,0.85
"('Dishoom', 'Cork and Canvas')","(15, 39)",0.06027010683329974,0.85
"('Dishoom', 'Ma Lumiere')","(15, 40)",0.09695625881878653,0.85
"('Dishoom', 'Northern Flower')","(15, 41)",0.03755003311544332,0.85
"('Dishoom', 'Junkyard Golf Club')","(15, 44)",0.0313588850174216,0.85
"('Dishoom', 'Goodtime Games')","(15, 62)",0.21807239323869035,0.85
"('Moose Coffee', 'Manchester Art Gallery')","(16, 21)",0.020157226365652085,1.0
"('Moose Coffee', 'HOME')","(16, 22)",0.021107495608604258,0.85
"('Moose Coffee', 'Rogue Artists’ Studios')","(16, 23)",0.19443084631554697,1.0
"('Moose Coffee', 'Salford Museum and Art Gallery')","(16, 24)",0.11360036858928212,1.0
"('Moose Coffee', 'The Lowry')","(16, 25)",0.0962363578771561,1.0
"('Moose Coffee', 'The Whitworth')","(16, 26)",0.07213407435136925,1.0
"('Moose Coffee', 'Islington Mill')","(16, 27)",0.036686151985486797,1.0
"('Moose Coffee', 'Holden Gallery')","(16, 28)",0.04388516140179111,1.0
"('Moose Coffee', 'Castlefield Gallery')","(16, 29)",0.019638897687678177,1.0
"('Moose Coffee', 'Gallery Oldham')","(16, 30)",0.4099115961643678,1.0
"('Moose Coffee', 'Factory International')","(16, 31)",0.021222679759265124,0.85
"('Moose Coffee', 'Pottery Corner')","(16, 32)",0.17686526333976446,0.85
"('Moose Coffee', 'Seven Limes Pottery')","(16, 33)",0.0750712701932214,1.0
"('Moose Coffee', 'Clay Studio')","(16, 34)",0.05632504967316497,1.0
"('Moose Coffee', 'Boom Battle Bar')","(16, 35)",0.029746306908169436,1.0
"('Moose Coffee', 'Virtual Hideout')","(16, 36)",0.031934805770725945,1.0
"('Moose Coffee', 'DNA VR')","(16, 37)",0.01894779278371296,1.0
"('Moose Coffee', 'Sken Studios')","(16, 38)",0.27393670630921185,1.0
"('Moose Coffee', 'Cork and Canvas')","(16, 39)",0.06044288305929104,1.0
"('Moose Coffee', 'Ma Lumiere')","(16, 40)",0.0988855933423561,1.0
"('Moose Coffee', 'Northern Flower')","(16, 41)",0.03806836179341722,1.0
"('Moose Coffee', 'Junkyard Golf Club')","(16, 44)",0.021107495608604258,1.0
"('Moose Coffee', 'Goodtime Games')","(16, 62)",0.2081089642065252,1.0
"('Idle Hands Coffee', 'Manchester Art Gallery')","(17, 21)",0.01903418089670861,1.0
"('Idle Hands Coffee', 'HOME')","(17, 22)",0.04149509027557808,0.85
"('Idle Hands Coffee', 'Rogue Artists’ Studios')","(17, 23)",0.15953004866530365,1.0
"('Idle Hands Coffee', 'Salford Museum and Art Gallery')","(17, 24)",0.15103521755406457,1.0
"('Idle Hands Coffee', 'The Lowry')","(17, 25)",0.1352549889135255,1.0
"('Idle Hands Coffee', 'The Whitworth')","(17, 26)",0.06847697756788666,1.0
"('Idle Hands Coffee', 'Islington Mill')","(17, 27)",0.0723932386903562,1.0
"('Idle Hands Coffee', 'Holden Gallery')","(17, 28)",0.049759553085495435,1.0
"('Idle Hands Coffee', 'Castlefield Gallery')","(17, 29)",0.049039652143865006,1.0
"('Idle Hands Coffee', 'Gallery Oldham')","(17, 30)",0.37411812134650274,1.0
"('Idle Hands Coffee', 'Factory International')","(17, 31)",0.0602125147579693,0.85
"('Idle Hands Coffee', 'Pottery Corner')","(17, 32)",0.20425029515938606,0.85
"('Idle Hands Coffee', 'Seven Limes Pottery')","(17, 33)",0.09566043712385176,1.0
"('Idle Hands Coffee', 'Clay Studio')","(17, 34)",0.07524404641921272,1.0
"('Idle Hands Coffee', 'Boom Battle Bar')","(17, 35)",0.022374521265873817,1.0
"('Idle Hands Coffee', 'Virtual Hideout')","(17, 36)",0.012468684309039076,1.0
"('Idle Hands Coffee', 'DNA VR')","(17, 37)",0.021654620324243385,1.0
"('Idle Hands Coffee', 'Sken Studios')","(17, 38)",0.3060442883059291,1.0
"('Idle Hands Coffee', 'Cork and Canvas')","(17, 39)",0.022892849943847726,1.0
"('Idle Hands Coffee', 'Ma Lumiere')","(17, 40)",0.06274656607250842,1.0
"('Idle Hands Coffee', 'Northern Flower')","(17, 41)",0.009761856768508654,1.0
"('Idle Hands Coffee', 'Junkyard Golf Club')","(17, 44)",0.04149509027557808,1.0
"('Idle Hands Coffee', 'Goodtime Games')","(17, 62)",0.21841794569067297,1.0
"('Takk', 'Manchester Art Gallery')","(18, 21)",0.018890200708382526,1.0
"('Takk', 'HOME')","(18, 22)",0.0408615774469433,0.85
"('Takk', 'Rogue Artists’ Studios')","(18, 23)",0.15904051602499497,1.0
"('Takk', 'Salford Museum and Art Gallery')","(18, 24)",0.1512655858553863,1.0
"('Takk', 'The Lowry')","(18, 25)",0.13513980476286463,1.0
"('Takk', 'The Whitworth')","(18, 26)",0.06732513606127796,1.0
"('Takk', 'Islington Mill')","(18, 27)",0.07265240302934316,1.0
"('Takk', 'Holden Gallery')","(18, 28)",0.048751691767212835,1.0
"('Takk', 'Castlefield Gallery')","(18, 29)",0.048521323465891095,1.0
"('Takk', 'Gallery Oldham')","(18, 30)",0.37469404209980706,1.0
"('Takk', 'Factory International')","(18, 31)",0.060183718720304084,0.85
"('Takk', 'Pottery Corner')","(18, 32)",0.20341521006709476,0.85
"('Takk', 'Seven Limes Pottery')","(18, 33)",0.09476775995623002,1.0
"('Takk', 'Clay Studio')","(18, 34)",0.07435136925159098,1.0
"('Takk', 'Boom Battle Bar')","(18, 35)",0.023209606358165116,1.0
"('Takk', 'Virtual Hideout')","(18, 36)",0.01327497336366516,1.0
"('Takk', 'DNA VR')","(18, 37)",0.02191378466323034,1.0
"('Takk', 'Sken Studios')","(18, 38)",0.3053531834019639,1.0
"('Takk', 'Cork and Canvas')","(18, 39)",0.023468770697152072,1.0
"('Takk', 'Ma Lumiere')","(18, 40)",0.06338007890114321,1.0
"('Takk', 'Northern Flower')","(18, 41)",0.010884902237452126,1.0
"('Takk', 'Junkyard Golf Club')","(18, 44)",0.0408615774469433,1.0
"('Takk', 'Goodtime Games')","(18, 62)",0.2173236962593947,1.0
"(""Kong's"", 'Manchester Art Gallery')","(19, 21)",0.02263368560486077,1.0
"(""Kong's"", 'HOME')","(19, 22)",0.04765744233593457,0.85
"(""Kong's"", 'Rogue Artists’ Studios')","(19, 23)",0.16436778299306015,1.0
"(""Kong's"", 'Salford Museum and Art Gallery')","(19, 24)",0.14930745529415151,1.0
"(""Kong's"", 'The Lowry')","(19, 25)",0.13640683042013418,1.0
"(""Kong's"", 'The Whitworth')","(19, 26)",0.07841161056238662,1.0
"(""Kong's"", 'Islington Mill')","(19, 27)",0.07060788435511274,1.0
"(""Kong's"", 'Holden Gallery')","(19, 28)",0.05865752872404757,1.0
"(""Kong's"", 'Castlefield Gallery')","(19, 29)",0.053992570622282375,1.0
"(""Kong's"", 'Gallery Oldham')","(19, 30)",0.36965473550839406,1.0
"(""Kong's"", 'Factory International')","(19, 31)",0.06110519192559104,0.85
"(""Kong's"", 'Pottery Corner')","(19, 32)",0.2113053243873643,0.85
"(""Kong's"", 'Seven Limes Pottery')","(19, 33)",0.10355055144412129,1.0
"(""Kong's"", 'Clay Studio')","(19, 34)",0.08310536470181704,1.0
"(""Kong's"", 'Boom Battle Bar')","(19, 35)",0.016557721657499927,1.0
"(""Kong's"", 'Virtual Hideout')","(19, 36)",0.008897975638552135,1.0
"(""Kong's"", 'DNA VR')","(19, 37)",0.02179860051256947,1.0
"(""Kong's"", 'Sken Studios')","(19, 38)",0.3118898839519682,1.0
"(""Kong's"", 'Cork and Canvas')","(19, 39)",0.02009963429032165,1.0
"(""Kong's"", 'Ma Lumiere')","(19, 40)",0.05825438419673453,1.0
"(""Kong's"", 'Northern Flower')","(19, 41)",0.0026492354651999886,1.0
"(""Kong's"", 'Junkyard Golf Club')","(19, 44)",0.04765744233593457,1.0
"(""Kong's"", 'Goodtime Games')","(19, 62)",0.2279782301955251,1.0
"('Escape to Freight Island', 'Manchester Art Gallery')","(20, 21)",0.034987185763238976,1.0
"('Escape to Freight Island', 'HOME')","(20, 22)",0.045037002908399806,0.85
"('Escape to Freight Island', 'Rogue Artists’ Studios')","(20, 23)",0.14124456474789068,1.0
"('Escape to Freight Island', 'Salford Museum and Art Gallery')","(20, 24)",0.1666138739309471,1.0
"('Escape to Freight Island', 'The Lowry')","(20, 25)",0.14536239813401675,1.0
"('Escape to Freight Island', 'The Whitworth')","(20, 26)",0.04984594119849109,1.0
"('Escape to Freight Island', 'Islington Mill')","(20, 27)",0.08964206525182135,1.0
"('Escape to Freight Island', 'Holden Gallery')","(20, 28)",0.040688801220951996,1.0
"('Escape to Freight Island', 'Castlefield Gallery')","(20, 29)",0.05462608345091716,1.0
"('Escape to Freight Island', 'Gallery Oldham')","(20, 30)",0.37607625190773747,1.0
"('Escape to Freight Island', 'Factory International')","(20, 31)",0.0735450801969649,0.85
"('Escape to Freight Island', 'Pottery Corner')","(20, 32)",0.19748322630806,0.85
"('Escape to Freight Island', 'Seven Limes Pottery')","(20, 33)",0.08797189506723875,1.0
"('Escape to Freight Island', 'Clay Studio')","(20, 34)",0.06867854983154317,1.0
"('Escape to Freight Island', 'Boom Battle Bar')","(20, 35)",0.04607366026434762,1.0
"('Escape to Freight Island', 'Virtual Hideout')","(20, 36)",0.03625421142050854,1.0
"('Escape to Freight Island', 'DNA VR')","(20, 37)",0.041149537823595476,1.0
"('Escape to Freight Island', 'Sken Studios')","(20, 38)",0.3025599677484378,1.0
"('Escape to Freight Island', 'Cork and Canvas')","(20, 39)",0.03461283727359116,1.0
"('Escape to Freight Island', 'Ma Lumiere')","(20, 40)",0.06974400322515621,1.0
"('Escape to Freight Island', 'Northern Flower')","(20, 41)",0.03400812048262159,1.0
"('Escape to Freight Island', 'Junkyard Golf Club')","(20, 44)",0.045037002908399806,1.0
"('Escape to Freight Island', 'Goodtime Games')","(20, 62)",0.2011115270538774,1.0
"('Manchester Art Gallery', 'NQ64')","(21, 42)",0.018890200708382526,1.0
"('Manchester Art Gallery', 'Twenty Twenty Two')","(21, 43)",0.027212255593630316,1.0
"('Manchester Art Gallery', 'Pixel Bar')","(21, 45)",0.020157226365652085,1.0
"('Manchester Art Gallery', 'The Temple of Convenience')","(21, 46)",0.018918996746047745,0.85
"('Manchester Art Gallery', 'Convenience Store')","(21, 47)",0.018227891842082528,1.0
"('Manchester Art Gallery', 'Blind Tyger')","(21, 48)",0.06640366285599102,1.0
"('Manchester Art Gallery', 'Northern Monk Refectory')","(21, 49)",0.020617962968295562,1.0
"('Manchester Art Gallery', 'Cloudwater Unit 9')","(21, 50)",0.049356408558182394,1.0
"('Manchester Art Gallery', 'Behind Closed Doors')","(21, 51)",0.02188498862556512,1.0
"('Manchester Art Gallery', 'The Washhouse')","(21, 52)",0.01981167391366948,1.0
"('Manchester Art Gallery', 'Cane and Grain')","(21, 53)",0.020157226365652085,1.0
"('Manchester Art Gallery', 'Dusk til Pawn')","(21, 54)",0.02306562616983903,1.0
"('Manchester Art Gallery', 'Hold Fast')","(21, 55)",0.021625824286578166,1.0
"('Manchester Art Gallery', 'Corbieres')","(21, 56)",0.013764506003973854,1.0
"('Manchester Art Gallery', 'The Liars Club')","(21, 57)",0.02107869957093904,1.0
"('Manchester Art Gallery', 'The Fitzgerald')","(21, 58)",0.027212255593630316,1.0
"('Manchester Art Gallery', 'Gas Lamp')","(21, 59)",0.023958303337460764,0.85
"('Manchester Art Gallery', 'Arcane')","(21, 60)",0.015866616753534714,1.0
"('Manchester Art Gallery', 'Wood and Company')","(21, 61)",0.013649321853312983,1.0
"('HOME', 'NQ64')","(22, 42)",0.044173121778443285,0.85
"('HOME', 'Twenty Twenty Two')","(22, 43)",0.051228151006421516,0.85
"('HOME', 'Pixel Bar')","(22, 45)",0.04572810781236502,0.85
"('HOME', 'The Temple of Convenience')","(22, 46)",0.007429377717626055,0.7224999999999999
"('HOME', 'Convenience Store')","(22, 47)",0.043683589138134596,0.85
"('HOME', 'Blind Tyger')","(22, 48)",0.07567598698419098,0.85
"('HOME', 'Northern Monk Refectory')","(22, 49)",0.04256054366919112,0.85
"('HOME', 'Cloudwater Unit 9')","(22, 50)",0.06168111267889538,0.85
"('HOME', 'Behind Closed Doors')","(22, 51)",0.04690874535663893,0.85
"('HOME', 'The Washhouse')","(22, 52)",0.04483543064474328,0.85
"('HOME', 'Cane and Grain')","(22, 53)",0.04572810781236502,0.85
"('HOME', 'Dusk til Pawn')","(22, 54)",0.047340685921617186,0.85
"('HOME', 'Hold Fast')","(22, 55)",0.044806634607078066,0.85
"('HOME', 'Corbieres')","(22, 56)",0.03279868690068247,0.85
"('HOME', 'The Liars Club')","(22, 57)",0.030264635586143347,0.85
"('HOME', 'The Fitzgerald')","(22, 58)",0.051228151006421516,0.85
"('HOME', 'Gas Lamp')","(22, 59)",0.0313588850174216,0.7224999999999999
"('HOME', 'Arcane')","(22, 60)",0.028076136723586834,0.85
"('HOME', 'Wood and Company')","(22, 61)",0.027788176346934663,0.85
"('Rogue Artists’ Studios', 'NQ64')","(23, 42)",0.16707461053359057,1.0
"('Rogue Artists’ Studios', 'Twenty Twenty Two')","(23, 43)",0.15817663489503844,1.0
"('Rogue Artists’ Studios', 'Pixel Bar')","(23, 45)",0.17182595674835144,1.0
"('Rogue Artists’ Studios', 'The Temple of Convenience')","(23, 46)",0.17865061767500792,0.85
"('Rogue Artists’ Studios', 'Convenience Store')","(23, 47)",0.17438880410055577,1.0
"('Rogue Artists’ Studios', 'Blind Tyger')","(23, 48)",0.10936735105249518,1.0
"('Rogue Artists’ Studios', 'Northern Monk Refectory')","(23, 49)",0.15768710225472976,1.0
"('Rogue Artists’ Studios', 'Cloudwater Unit 9')","(23, 50)",0.12618423704898207,1.0
"('Rogue Artists’ Studios', 'Behind Closed Doors')","(23, 51)",0.16465574336971234,1.0
"('Rogue Artists’ Studios', 'The Washhouse')","(23, 52)",0.17755636824372967,1.0
"('Rogue Artists’ Studios', 'Cane and Grain')","(23, 53)",0.17182595674835144,1.0
"('Rogue Artists’ Studios', 'Dusk til Pawn')","(23, 54)",0.1609410545108993,1.0
"('Rogue Artists’ Studios', 'Hold Fast')","(23, 55)",0.15901171998732974,1.0
"('Rogue Artists’ Studios', 'Corbieres')","(23, 56)",0.18705906067325137,1.0
"('Rogue Artists’ Studios', 'The Liars Club')","(23, 57)",0.19653295706510784,1.0
"('Rogue Artists’ Studios', 'The Fitzgerald')","(23, 58)",0.15817663489503844,1.0
"('Rogue Artists’ Studios', 'Gas Lamp')","(23, 59)",0.1994413568692948,0.85
"('Rogue Artists’ Studios', 'Arcane')","(23, 60)",0.1912920782100383,1.0
"('Rogue Artists’ Studios', 'Wood and Company')","(23, 61)",0.18898839519682092,1.0
"('Salford Museum and Art Gallery', 'NQ64')","(24, 42)",0.1457367466236646,1.0
"('Salford Museum and Art Gallery', 'Twenty Twenty Two')","(24, 43)",0.15564258358049932,1.0
"('Salford Museum and Art Gallery', 'Pixel Bar')","(24, 45)",0.14231001814150374,1.0
"('Salford Museum and Art Gallery', 'The Temple of Convenience')","(24, 46)",0.1294093932674864,0.85
"('Salford Museum and Art Gallery', 'Convenience Store')","(24, 47)",0.1392576381489907,1.0
"('Salford Museum and Art Gallery', 'Blind Tyger')","(24, 48)",0.19849108762634263,1.0
"('Salford Museum and Art Gallery', 'Northern Monk Refectory')","(24, 49)",0.15284936792697326,1.0
"('Salford Museum and Art Gallery', 'Cloudwater Unit 9')","(24, 50)",0.18222132634549487,1.0
"('Salford Museum and Art Gallery', 'Behind Closed Doors')","(24, 51)",0.1487603305785124,1.0
"('Salford Museum and Art Gallery', 'The Washhouse')","(24, 52)",0.13686756702277766,1.0
"('Salford Museum and Art Gallery', 'Cane and Grain')","(24, 53)",0.14231001814150374,1.0
"('Salford Museum and Art Gallery', 'Dusk til Pawn')","(24, 54)",0.1519278947216863,1.0
"('Salford Museum and Art Gallery', 'Hold Fast')","(24, 55)",0.15253261151265585,1.0
"('Salford Museum and Art Gallery', 'Corbieres')","(24, 56)",0.1235925936591125,1.0
"('Salford Museum and Art Gallery', 'The Liars Club')","(24, 57)",0.11293805972298211,1.0
"('Salford Museum and Art Gallery', 'The Fitzgerald')","(24, 58)",0.15564258358049932,1.0
"('Salford Museum and Art Gallery', 'Gas Lamp')","(24, 59)",0.11000086388112995,0.85
"('Salford Museum and Art Gallery', 'Arcane')","(24, 60)",0.11803495838972558,1.0
"('Salford Museum and Art Gallery', 'Wood and Company')","(24, 61)",0.12036743744060817,1.0
"('The Lowry', 'NQ64')","(25, 42)",0.13251936533532985,1.0
"('The Lowry', 'Twenty Twenty Two')","(25, 43)",0.14222363002850807,1.0
"('The Lowry', 'Pixel Bar')","(25, 45)",0.13050364269876466,1.0
"('The Lowry', 'The Temple of Convenience')","(25, 46)",0.10671811558729519,0.85
"('The Lowry', 'Convenience Store')","(25, 47)",0.1274224666685864,1.0
"('The Lowry', 'Blind Tyger')","(25, 48)",0.17620295447346446,1.0
"('The Lowry', 'Northern Monk Refectory')","(25, 49)",0.1368963630604429,1.0
"('The Lowry', 'Cloudwater Unit 9')","(25, 50)",0.16189132375385146,1.0
"('The Lowry', 'Behind Closed Doors')","(25, 51)",0.1357733175914994,1.0
"('The Lowry', 'The Washhouse')","(25, 52)",0.12592507270999512,1.0
"('The Lowry', 'Cane and Grain')","(25, 53)",0.13050364269876466,1.0
"('The Lowry', 'Dusk til Pawn')","(25, 54)",0.13816338871771244,1.0
"('The Lowry', 'Hold Fast')","(25, 55)",0.1375874679644081,1.0
"('The Lowry', 'Corbieres')","(25, 56)",0.11049039652143865,1.0
"('The Lowry', 'The Liars Club')","(25, 57)",0.09928873786966913,1.0
"('The Lowry', 'The Fitzgerald')","(25, 58)",0.14222363002850807,1.0
"('The Lowry', 'Gas Lamp')","(25, 59)",0.09663950240446914,0.85
"('The Lowry', 'Arcane')","(25, 60)",0.10360814351945172,1.0
"('The Lowry', 'Wood and Company')","(25, 61)",0.10571025426901258,1.0
"('The Whitworth', 'NQ64')","(26, 42)",0.0768854205661301,1.0
"('The Whitworth', 'Twenty Twenty Two')","(26, 43)",0.07769170962075618,1.0
"('The Whitworth', 'Pixel Bar')","(26, 45)",0.08132001036657356,1.0
"('The Whitworth', 'The Temple of Convenience')","(26, 46)",0.0522072162870389,0.85
"('The Whitworth', 'Convenience Store')","(26, 47)",0.08100325395225617,1.0
"('The Whitworth', 'Blind Tyger')","(26, 48)",0.06073084343594321,1.0
"('The Whitworth', 'Northern Monk Refectory')","(26, 49)",0.06801624096524318,1.0
"('The Whitworth', 'Cloudwater Unit 9')","(26, 50)",0.0592046534396867,1.0
"('The Whitworth', 'Behind Closed Doors')","(26, 51)",0.0778932818844127,1.0
"('The Whitworth', 'The Washhouse')","(26, 52)",0.08376767356811703,1.0
"('The Whitworth', 'Cane and Grain')","(26, 53)",0.08132001036657356,1.0
"('The Whitworth', 'Dusk til Pawn')","(26, 54)",0.0757047830218562,1.0
"('The Whitworth', 'Hold Fast')","(26, 55)",0.07161574567339533,1.0
"('The Whitworth', 'Corbieres')","(26, 56)",0.07861318282604314,1.0
"('The Whitworth', 'The Liars Club')","(26, 57)",0.08028335301062574,1.0
"('The Whitworth', 'The Fitzgerald')","(26, 58)",0.07769170962075618,1.0
"('The Whitworth', 'Gas Lamp')","(26, 59)",0.08198231923287355,0.85
"('The Whitworth', 'Arcane')","(26, 60)",0.0767126443401388,1.0
"('The Whitworth', 'Wood and Company')","(26, 61)",0.07550321075819967,1.0
"('Islington Mill', 'NQ64')","(27, 42)",0.06700837964696058,1.0
"('Islington Mill', 'Twenty Twenty Two')","(27, 43)",0.0768854205661301,1.0
"('Islington Mill', 'Pixel Bar')","(27, 45)",0.06372563135312581,1.0
"('Islington Mill', 'The Temple of Convenience')","(27, 46)",0.05551876061853889,0.85
"('Islington Mill', 'Convenience Store')","(27, 47)",0.060644455322947564,1.0
"('Islington Mill', 'Blind Tyger')","(27, 48)",0.12137529875889078,1.0
"('Islington Mill', 'Northern Monk Refectory')","(27, 49)",0.07420738906326489,1.0
"('Islington Mill', 'Cloudwater Unit 9')","(27, 50)",0.10450082068707346,1.0
"('Islington Mill', 'Behind Closed Doors')","(27, 51)",0.07006075963947361,1.0
"('Islington Mill', 'The Washhouse')","(27, 52)",0.05842716042272583,1.0
"('Islington Mill', 'Cane and Grain')","(27, 53)",0.06372563135312581,1.0
"('Islington Mill', 'Dusk til Pawn')","(27, 54)",0.07317073170731707,1.0
"('Islington Mill', 'Hold Fast')","(27, 55)",0.07380424453595186,1.0
"('Islington Mill', 'Corbieres')","(27, 56)",0.04483543064474328,1.0
"('Islington Mill', 'The Liars Club')","(27, 57)",0.0343536729346042,1.0
"('Islington Mill', 'The Fitzgerald')","(27, 58)",0.0768854205661301,1.0
"('Islington Mill', 'Gas Lamp')","(27, 59)",0.03141647709275204,0.85
"('Islington Mill', 'Arcane')","(27, 60)",0.0395369597143433,1.0
"('Islington Mill', 'Wood and Company')","(27, 61)",0.041869438765225905,1.0
"('Holden Gallery', 'NQ64')","(28, 42)",0.05615227344717367,1.0
"('Holden Gallery', 'Twenty Twenty Two')","(28, 43)",0.05998214645664757,1.0
"('Holden Gallery', 'Pixel Bar')","(28, 45)",0.05952140985400409,1.0
"('Holden Gallery', 'The Temple of Convenience')","(28, 46)",0.024591816166095546,0.85
"('Holden Gallery', 'Convenience Store')","(28, 47)",0.05839836438506062,1.0
"('Holden Gallery', 'Blind Tyger')","(28, 48)",0.06545339361303884,1.0
"('Holden Gallery', 'Northern Monk Refectory')","(28, 49)",0.049989921386817175,1.0
"('Holden Gallery', 'Cloudwater Unit 9')","(28, 50)",0.05589310910818671,1.0
"('Holden Gallery', 'Behind Closed Doors')","(28, 51)",0.05802401589541279,1.0
"('Holden Gallery', 'The Washhouse')","(28, 52)",0.060586863247617126,1.0
"('Holden Gallery', 'Cane and Grain')","(28, 53)",0.05952140985400409,1.0
"('Holden Gallery', 'Dusk til Pawn')","(28, 54)",0.05690097042646932,1.0
"('Holden Gallery', 'Hold Fast')","(28, 55)",0.05327266968065194,1.0
"('Holden Gallery', 'Corbieres')","(28, 56)",0.052408788550695425,1.0
"('Holden Gallery', 'The Liars Club')","(28, 57)",0.05249517666369108,1.0
"('Holden Gallery', 'The Fitzgerald')","(28, 58)",0.05998214645664757,1.0
"('Holden Gallery', 'Gas Lamp')","(28, 59)",0.05396377458461716,0.85
"('Holden Gallery', 'Arcane')","(28, 60)",0.04938520459584761,1.0
"('Holden Gallery', 'Wood and Company')","(28, 61)",0.04849252742822588,1.0
"('Castlefield Gallery', 'NQ64')","(29, 42)",0.05027788176346935,1.0
"('Castlefield Gallery', 'Twenty Twenty Two')","(29, 43)",0.05825438419673453,1.0
"('Castlefield Gallery', 'Pixel Bar')","(29, 45)",0.05096898666743456,1.0
"('Castlefield Gallery', 'The Temple of Convenience')","(29, 46)",0.01621216920551732,0.85
"('Castlefield Gallery', 'Convenience Store')","(29, 47)",0.048521323465891095,1.0
"('Castlefield Gallery', 'Blind Tyger')","(29, 48)",0.08543784375269962,1.0
"('Castlefield Gallery', 'Northern Monk Refectory')","(29, 49)",0.05027788176346935,1.0
"('Castlefield Gallery', 'Cloudwater Unit 9')","(29, 50)",0.07124139718374752,1.0
"('Castlefield Gallery', 'Behind Closed Doors')","(29, 51)",0.053243873642986723,1.0
"('Castlefield Gallery', 'The Washhouse')","(29, 52)",0.04906844818153022,1.0
"('Castlefield Gallery', 'Cane and Grain')","(29, 53)",0.05096898666743456,1.0
"('Castlefield Gallery', 'Dusk til Pawn')","(29, 54)",0.05419414288593889,1.0
"('Castlefield Gallery', 'Hold Fast')","(29, 55)",0.05214962421170847,1.0
"('Castlefield Gallery', 'Corbieres')","(29, 56)",0.03495838972557376,1.0
"('Castlefield Gallery', 'The Liars Club')","(29, 57)",0.029227978230195524,1.0
"('Castlefield Gallery', 'The Fitzgerald')","(29, 58)",0.05825438419673453,1.0
"('Castlefield Gallery', 'Gas Lamp')","(29, 59)",0.02940075445618683,0.85
"('Castlefield Gallery', 'Arcane')","(29, 60)",0.028767241627552047,1.0
"('Castlefield Gallery', 'Wood and Company')","(29, 61)",0.029256774267860743,1.0
"('Gallery Oldham', 'NQ64')","(30, 42)",0.37354220059319837,1.0
"('Gallery Oldham', 'Twenty Twenty Two')","(30, 43)",0.3649321853312984,1.0
"('Gallery Oldham', 'Pixel Bar')","(30, 45)",0.37411812134650274,1.0
"('Gallery Oldham', 'The Temple of Convenience')","(30, 46)",0.40803985371612866,0.85
"('Gallery Oldham', 'Convenience Store')","(30, 47)",0.3770265211506897,1.0
"('Gallery Oldham', 'Blind Tyger')","(30, 48)",0.3570708670486941,1.0
"('Gallery Oldham', 'Northern Monk Refectory')","(30, 49)",0.37296627983989405,1.0
"('Gallery Oldham', 'Cloudwater Unit 9')","(30, 50)",0.36150545684913754,1.0
"('Gallery Oldham', 'Behind Closed Doors')","(30, 51)",0.3704034324876897,1.0
"('Gallery Oldham', 'The Washhouse')","(30, 52)",0.3777752181299853,1.0
"('Gallery Oldham', 'Cane and Grain')","(30, 53)",0.37411812134650274,1.0
"('Gallery Oldham', 'Dusk til Pawn')","(30, 54)",0.3690500187174245,1.0
"('Gallery Oldham', 'Hold Fast')","(30, 55)",0.370979353240994,1.0
"('Gallery Oldham', 'Corbieres')","(30, 56)",0.39369942695885046,1.0
"('Gallery Oldham', 'The Liars Club')","(30, 57)",0.4044403490079765,1.0
"('Gallery Oldham', 'The Fitzgerald')","(30, 58)",0.3649321853312984,1.0
"('Gallery Oldham', 'Gas Lamp')","(30, 59)",0.40674403202119386,0.85
"('Gallery Oldham', 'Arcane')","(30, 60)",0.4009848244881504,1.0
"('Gallery Oldham', 'Wood and Company')","(30, 61)",0.39919947015290697,1.0
"('Factory International', 'NQ64')","(31, 42)",0.05721772684078671,0.85
"('Factory International', 'Twenty Twenty Two')","(31, 43)",0.06689319549629971,0.85
"('Factory International', 'Pixel Bar')","(31, 45)",0.05540357646787802,0.85
